Type,Datetime,Account,Amount,Value,Rate,Fee,Sub Type
Market,"Feb. 19, 2021, 09:11 PM",Main Account,0.01156000 BTC,532.77 EUR,46087.00 EUR,1.17208 EUR,Sell
Market,"Feb. 19, 2021, 09:11 PM",Main Account,0.00000608 BTC,0.28 EUR,46087.00 EUR,0.00062 EUR,Sell
Market,"Feb. 20, 2021, 05:49 PM",Main Account,0.03500000 BTC,1648.50 EUR,47100.00 EUR,3.62670 EUR,Buy
Market,"Feb. 20, 2021, 10:42 PM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.45815 EUR,Buy
Market,"Feb. 20, 2021, 10:42 PM",Main Account,0.00776733 BTC,348.84 EUR,44911.00 EUR,0.76744 EUR,Buy
Market,"Feb. 20, 2021, 10:42 PM",Main Account,0.01465992 BTC,658.39 EUR,44911.00 EUR,1.44846 EUR,Buy
Market,"Feb. 20, 2021, 10:42 PM",Main Account,0.01257275 BTC,564.65 EUR,44911.00 EUR,1.24224 EUR,Buy
Market,"Feb. 21, 2021, 10:10 AM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.64002 EUR,Sell
Market,"Feb. 21, 2021, 10:10 AM",Main Account,0.00776733 BTC,367.18 EUR,47273.00 EUR,0.80781 EUR,Sell
Market,"Feb. 21, 2021, 10:10 AM",Main Account,0.01465992 BTC,693.02 EUR,47273.00 EUR,1.52464 EUR,Sell
Market,"Feb. 21, 2021, 10:10 AM",Main Account,0.01114509 BTC,526.86 EUR,47273.00 EUR,1.15910 EUR,Sell
Market,"Feb. 21, 2021, 10:10 AM",Main Account,0.00142766 BTC,67.49 EUR,47273.00 EUR,0.14848 EUR,Sell
Market,"Feb. 22, 2021, 10:05 AM",Main Account,0.03334063 BTC,1497.36 EUR,44911.00 EUR,3.29419 EUR,Buy
Market,"Feb. 22, 2021, 10:05 AM",Main Account,0.00165937 BTC,74.52 EUR,44911.00 EUR,0.16395 EUR,Buy
Market,"Feb. 22, 2021, 12:16 PM",Main Account,0.03500000 BTC,1532.44 EUR,43784.00 EUR,3.37137 EUR,Buy
Market,"Feb. 22, 2021, 02:07 PM",Main Account,0.04000000 BTC,1706.68 EUR,42667.00 EUR,3.75470 EUR,Buy
Market,"Feb. 22, 2021, 02:13 PM",Main Account,0.04000000 BTC,1663.84 EUR,41596.00 EUR,3.66045 EUR,Buy
Market,"Feb. 22, 2021, 02:16 PM",Main Account,0.01729606 BTC,701.10 EUR,40535.00 EUR,1.54241 EUR,Buy
Market,"Feb. 22, 2021, 02:16 PM",Main Account,0.02270394 BTC,920.30 EUR,40535.00 EUR,2.02467 EUR,Buy
Market,"Feb. 22, 2021, 02:16 PM",Main Account,0.04000000 BTC,1580.68 EUR,39517.00 EUR,3.47750 EUR,Buy
Market,"Feb. 22, 2021, 02:22 PM",Main Account,0.04000000 BTC,1663.84 EUR,41596.00 EUR,3.66045 EUR,Sell
Market,"Feb. 22, 2021, 02:33 PM",Main Account,0.01729606 BTC,737.97 EUR,42667.00 EUR,1.62354 EUR,Sell
Market,"Feb. 22, 2021, 02:33 PM",Main Account,0.02270394 BTC,968.71 EUR,42667.00 EUR,2.13116 EUR,Sell
Market,"Feb. 22, 2021, 02:55 PM",Main Account,0.01783170 BTC,780.74 EUR,43784.00 EUR,1.71763 EUR,Sell
Market,"Feb. 22, 2021, 02:55 PM",Main Account,0.02216830 BTC,970.62 EUR,43784.00 EUR,2.13536 EUR,Sell
Market,"Feb. 22, 2021, 09:34 PM",Main Account,0.04000000 BTC,1796.44 EUR,44911.00 EUR,3.95217 EUR,Sell
Market,"Feb. 23, 2021, 04:41 AM",Main Account,0.03500000 BTC,1455.86 EUR,41596.00 EUR,3.20289 EUR,Buy
Market,"Feb. 23, 2021, 05:13 AM",Main Account,0.03500000 BTC,1418.72 EUR,40535.00 EUR,3.12120 EUR,Buy
Market,"Feb. 23, 2021, 06:37 AM",Main Account,0.03500000 BTC,1453.22 EUR,41520.67 EUR,3.19709 EUR,Buy
Market,"Feb. 23, 2021, 08:18 AM",Main Account,0.03500000 BTC,1383.10 EUR,39517.00 EUR,3.04281 EUR,Buy
Market,"Feb. 23, 2021, 08:58 AM",Main Account,0.04000000 BTC,1540.40 EUR,38510.00 EUR,3.38888 EUR,Buy
Market,"Feb. 23, 2021, 09:09 AM",Main Account,0.04000000 BTC,1501.68 EUR,37542.00 EUR,3.30370 EUR,Buy
Market,"Feb. 23, 2021, 09:20 AM",Main Account,0.02500000 BTC,987.92 EUR,39517.00 EUR,2.17344 EUR,Sell
Market,"Feb. 23, 2021, 09:20 AM",Main Account,0.01500000 BTC,592.76 EUR,39517.00 EUR,1.30406 EUR,Sell
Market,"Feb. 23, 2021, 12:55 PM",Main Account,0.00036012 BTC,14.60 EUR,40535.00 EUR,0.03211 EUR,Sell
Market,"Feb. 23, 2021, 12:56 PM",Main Account,0.03963988 BTC,1606.80 EUR,40535.00 EUR,3.53497 EUR,Sell
Market,"Feb. 23, 2021, 07:44 PM",Main Account,0.00794454 BTC,298.25 EUR,37542.00 EUR,0.65616 EUR,Buy
Market,"Feb. 23, 2021, 07:44 PM",Main Account,0.02705546 BTC,1015.72 EUR,37542.00 EUR,2.23458 EUR,Buy
Market,"Feb. 23, 2021, 07:47 PM",Main Account,0.01600000 BTC,603.20 EUR,37700.00 EUR,1.32704 EUR,Buy
Market,"Feb. 23, 2021, 07:47 PM",Main Account,0.01900000 BTC,716.30 EUR,37700.00 EUR,1.57586 EUR,Buy
Market,"Feb. 23, 2021, 09:00 PM",Main Account,0.00794454 BTC,313.94 EUR,39517.00 EUR,0.69068 EUR,Sell
Market,"Feb. 23, 2021, 09:00 PM",Main Account,0.00700546 BTC,276.83 EUR,39517.00 EUR,0.60904 EUR,Sell
Market,"Feb. 23, 2021, 09:00 PM",Main Account,0.02005000 BTC,792.32 EUR,39517.00 EUR,1.74309 EUR,Sell
Market,"Feb. 24, 2021, 01:26 AM",Main Account,0.01600000 BTC,648.56 EUR,40535.00 EUR,1.42683 EUR,Sell
Market,"Feb. 24, 2021, 01:26 AM",Main Account,0.01900000 BTC,770.16 EUR,40535.00 EUR,1.69436 EUR,Sell
Market,"Feb. 24, 2021, 03:41 AM",Main Account,0.00956522 BTC,397.87 EUR,41596.00 EUR,0.87532 EUR,Sell
Market,"Feb. 24, 2021, 03:48 AM",Main Account,0.02543478 BTC,1057.99 EUR,41596.00 EUR,2.32757 EUR,Sell
Market,"Feb. 24, 2021, 09:52 PM",Main Account,0.03500000 BTC,1383.10 EUR,39517.00 EUR,3.04281 EUR,Buy
Market,"Feb. 25, 2021, 12:43 AM",Main Account,0.03500000 BTC,1455.86 EUR,41596.00 EUR,3.20289 EUR,Sell
Market,"Feb. 25, 2021, 10:00 PM",Main Account,0.03500000 BTC,1383.10 EUR,39517.00 EUR,3.04281 EUR,Buy
Market,"Feb. 26, 2021, 12:02 AM",Main Account,0.03500000 BTC,1347.85 EUR,38510.00 EUR,2.96527 EUR,Buy
Market,"Feb. 26, 2021, 05:59 AM",Main Account,0.00709868 BTC,266.50 EUR,37542.00 EUR,0.58630 EUR,Buy
Market,"Feb. 26, 2021, 05:59 AM",Main Account,0.02790000 BTC,1047.42 EUR,37542.00 EUR,2.30433 EUR,Buy
Market,"Feb. 26, 2021, 05:59 AM",Main Account,0.00000132 BTC,0.05 EUR,37542.00 EUR,0.00011 EUR,Buy
Market,"Feb. 26, 2021, 07:42 AM",Main Account,0.03500000 BTC,1280.51 EUR,36586.00 EUR,2.81712 EUR,Buy
Market,"Feb. 26, 2021, 10:22 AM",Main Account,0.03500000 BTC,1347.85 EUR,38510.00 EUR,2.96527 EUR,Sell
Market,"Feb. 26, 2021, 04:07 PM",Main Account,0.00709868 BTC,280.52 EUR,39517.00 EUR,0.61714 EUR,Sell
Market,"Feb. 26, 2021, 04:07 PM",Main Account,0.02790000 BTC,1102.52 EUR,39517.00 EUR,2.42555 EUR,Sell
Market,"Feb. 26, 2021, 04:07 PM",Main Account,0.00000132 BTC,0.05 EUR,39517.00 EUR,0.00011 EUR,Sell
Market,"Feb. 26, 2021, 10:10 PM",Main Account,0.03500000 BTC,1313.97 EUR,37542.00 EUR,2.89073 EUR,Buy
Market,"Feb. 27, 2021, 01:08 AM",Main Account,0.01516914 BTC,599.44 EUR,39517.00 EUR,1.31877 EUR,Sell
Market,"Feb. 27, 2021, 01:08 AM",Main Account,0.01516939 BTC,599.45 EUR,39517.00 EUR,1.31879 EUR,Sell
Market,"Feb. 27, 2021, 01:08 AM",Main Account,0.00466147 BTC,184.21 EUR,39517.00 EUR,0.40526 EUR,Sell
Market,"Feb. 27, 2021, 11:27 PM",Main Account,0.03500000 BTC,1313.97 EUR,37542.00 EUR,2.89073 EUR,Buy
Market,"Feb. 28, 2021, 06:10 AM",Main Account,0.01500000 BTC,548.79 EUR,36586.00 EUR,1.20734 EUR,Buy
Market,"Feb. 28, 2021, 06:10 AM",Main Account,0.02000000 BTC,731.72 EUR,36586.00 EUR,1.60978 EUR,Buy
Market,"Mar. 01, 2021, 02:16 AM",Main Account,0.00750000 BTC,288.82 EUR,38510.00 EUR,0.63542 EUR,Sell
Market,"Mar. 01, 2021, 02:23 AM",Main Account,0.00750000 BTC,288.82 EUR,38510.00 EUR,0.63542 EUR,Sell
Market,"Mar. 01, 2021, 02:23 AM",Main Account,0.02000000 BTC,770.20 EUR,38510.00 EUR,1.69444 EUR,Sell
Market,"Mar. 01, 2021, 09:44 AM",Main Account,0.03500000 BTC,1383.10 EUR,39517.00 EUR,3.04281 EUR,Sell
Market,"Mar. 01, 2021, 03:25 PM",Main Account,0.00424808 BTC,172.20 EUR,40535.00 EUR,0.37883 EUR,Sell
Market,"Mar. 01, 2021, 03:25 PM",Main Account,0.00750000 BTC,304.01 EUR,40535.00 EUR,0.66883 EUR,Sell
Market,"Mar. 01, 2021, 03:25 PM",Main Account,0.02325192 BTC,942.52 EUR,40535.00 EUR,2.07354 EUR,Sell
Market,"Mar. 02, 2021, 12:24 AM",Main Account,0.03500000 BTC,1455.86 EUR,41596.00 EUR,3.20289 EUR,Sell
Market,"Mar. 02, 2021, 04:42 PM",Main Account,0.03500000 BTC,1383.10 EUR,39517.00 EUR,3.04281 EUR,Buy
Market,"Mar. 03, 2021, 08:18 AM",Main Account,0.02500000 BTC,1039.90 EUR,41596.00 EUR,2.28778 EUR,Sell
Market,"Mar. 03, 2021, 08:18 AM",Main Account,0.01000000 BTC,415.96 EUR,41596.00 EUR,0.91511 EUR,Sell
Market,"Mar. 03, 2021, 10:06 AM",Main Account,0.01404717 BTC,599.35 EUR,42667.00 EUR,1.31857 EUR,Sell
Market,"Mar. 03, 2021, 10:06 AM",Main Account,0.02095283 BTC,893.99 EUR,42667.00 EUR,1.96679 EUR,Sell
Market,"Mar. 04, 2021, 09:24 AM",Main Account,0.01000000 BTC,405.35 EUR,40535.00 EUR,0.89177 EUR,Buy
Market,"Mar. 04, 2021, 09:24 AM",Main Account,0.01500000 BTC,608.02 EUR,40535.00 EUR,1.33766 EUR,Buy
Market,"Mar. 04, 2021, 09:24 AM",Main Account,0.01000000 BTC,405.35 EUR,40535.00 EUR,0.89177 EUR,Buy
Market,"Mar. 05, 2021, 12:12 AM",Main Account,0.00147303 BTC,58.21 EUR,39517.00 EUR,0.12806 EUR,Buy
Market,"Mar. 05, 2021, 12:13 AM",Main Account,0.03352697 BTC,1324.89 EUR,39517.00 EUR,2.91475 EUR,Buy
Market,"Mar. 07, 2021, 02:22 AM",Main Account,0.00147303 BTC,61.27 EUR,41596.00 EUR,0.13480 EUR,Sell
Market,"Mar. 07, 2021, 02:22 AM",Main Account,0.03352697 BTC,1394.59 EUR,41596.00 EUR,3.06809 EUR,Sell
Market,"Mar. 07, 2021, 09:22 AM",Main Account,0.01000000 BTC,426.67 EUR,42667.00 EUR,0.93867 EUR,Sell
Market,"Mar. 07, 2021, 09:22 AM",Main Account,0.01500000 BTC,640.00 EUR,42667.00 EUR,1.40801 EUR,Sell
Market,"Mar. 07, 2021, 09:22 AM",Main Account,0.01000000 BTC,426.67 EUR,42667.00 EUR,0.93867 EUR,Sell
Market,"Mar. 08, 2021, 11:32 PM",Main Account,0.03500000 BTC,1532.44 EUR,43784.00 EUR,3.37137 EUR,Sell
Market,"Mar. 09, 2021, 01:34 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.45815 EUR,Sell
Market,"Mar. 09, 2021, 11:58 PM",Main Account,0.03500000 BTC,1613.04 EUR,46087.00 EUR,3.54870 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00147705 BTC,69.82 EUR,47273.00 EUR,0.15361 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00156271 BTC,73.87 EUR,47273.00 EUR,0.16252 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00069414 BTC,32.81 EUR,47273.00 EUR,0.07219 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00196000 BTC,92.66 EUR,47273.00 EUR,0.20384 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00062845 BTC,29.71 EUR,47273.00 EUR,0.06536 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00466000 BTC,220.29 EUR,47273.00 EUR,0.48464 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00052884 BTC,25.00 EUR,47273.00 EUR,0.05500 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00052884 BTC,25.00 EUR,47273.00 EUR,0.05500 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00052884 BTC,25.00 EUR,47273.00 EUR,0.05500 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00052884 BTC,25.00 EUR,47273.00 EUR,0.05500 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00052884 BTC,25.00 EUR,47273.00 EUR,0.05500 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.01971408 BTC,931.94 EUR,47273.00 EUR,2.05028 EUR,Sell
Market,"Mar. 10, 2021, 01:50 PM",Main Account,0.00165937 BTC,78.44 EUR,47273.00 EUR,0.17258 EUR,Sell
Market,"Mar. 13, 2021, 10:11 AM",Main Account,0.00132963 BTC,64.50 EUR,48511.00 EUR,0.14190 EUR,Sell
Market,"Mar. 13, 2021, 10:11 AM",Main Account,0.03367037 BTC,1633.38 EUR,48511.00 EUR,3.59344 EUR,Sell
Market,"Mar. 13, 2021, 11:23 AM",Main Account,0.00750000 BTC,373.19 EUR,49759.00 EUR,0.82102 EUR,Sell
Market,"Mar. 13, 2021, 11:23 AM",Main Account,0.02750000 BTC,1368.37 EUR,49759.00 EUR,3.01042 EUR,Sell
Market,"Mar. 13, 2021, 02:58 PM",Main Account,0.03500000 BTC,1733.20 EUR,49520.00 EUR,3.81304 EUR,Buy
Market,"Mar. 13, 2021, 02:58 PM",Main Account,0.03500000 BTC,1732.54 EUR,49501.00 EUR,3.81158 EUR,Buy
Market,"Mar. 15, 2021, 07:17 AM",Main Account,0.03500000 BTC,1697.88 EUR,48511.00 EUR,3.73535 EUR,Buy
Market,"Mar. 15, 2021, 09:24 AM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.64002 EUR,Buy
Market,"Mar. 15, 2021, 09:41 AM",Main Account,0.03500000 BTC,1613.04 EUR,46087.00 EUR,3.54870 EUR,Buy
Market,"Mar. 16, 2021, 01:04 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.45815 EUR,Buy
Market,"Mar. 16, 2021, 09:34 AM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.64002 EUR,Sell
Market,"Mar. 17, 2021, 07:35 PM",Main Account,0.03500000 BTC,1697.88 EUR,48511.00 EUR,3.73535 EUR,Sell
Market,"Mar. 18, 2021, 03:46 PM",Main Account,0.03500000 BTC,1741.56 EUR,49759.00 EUR,3.83144 EUR,Sell
Market,"Mar. 21, 2021, 09:43 AM",Main Account,0.03500000 BTC,1654.48 EUR,47271.00 EUR,3.63987 EUR,Buy
Market,"Mar. 22, 2021, 08:44 PM",Main Account,0.03500000 BTC,1613.04 EUR,46087.00 EUR,3.54870 EUR,Buy
Market,"Mar. 23, 2021, 05:25 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.45815 EUR,Buy
Market,"Mar. 24, 2021, 08:08 AM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.64002 EUR,Sell
Market,"Mar. 24, 2021, 08:36 PM",Main Account,0.03500000 BTC,1532.44 EUR,43784.00 EUR,3.37137 EUR,Buy
Market,"Mar. 24, 2021, 08:55 PM",Main Account,0.03500000 BTC,1613.04 EUR,46087.00 EUR,3.54870 EUR,Sell
Market,"Mar. 25, 2021, 07:16 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.45815 EUR,Buy
Market,"Mar. 25, 2021, 12:09 PM",Main Account,0.03500000 BTC,1532.44 EUR,43784.00 EUR,3.37137 EUR,Buy
Market,"Mar. 26, 2021, 09:22 PM",Main Account,0.03500000 BTC,1613.04 EUR,46087.00 EUR,3.87131 EUR,Sell
Market,"Mar. 27, 2021, 04:14 PM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.97093 EUR,Sell
Market,"Mar. 29, 2021, 08:50 AM",Main Account,0.03500000 BTC,1697.88 EUR,48511.00 EUR,4.07492 EUR,Sell
Market,"Mar. 30, 2021, 09:35 AM",Main Account,0.03500000 BTC,1741.56 EUR,49759.00 EUR,4.17976 EUR,Sell
Market,"Apr. 07, 2021, 11:28 AM",Main Account,0.03013486 BTC,1424.57 EUR,47273.00 EUR,3.41896 EUR,Buy
Market,"Apr. 07, 2021, 11:28 AM",Main Account,0.00486514 BTC,229.99 EUR,47273.00 EUR,0.55198 EUR,Buy
Market,"Apr. 10, 2021, 04:08 AM",Main Account,0.03013486 BTC,1499.48 EUR,49759.00 EUR,3.59875 EUR,Sell
Market,"Apr. 10, 2021, 04:08 AM",Main Account,0.00486514 BTC,242.08 EUR,49759.00 EUR,0.58100 EUR,Sell
Market,"Apr. 12, 2021, 07:00 AM",Main Account,0.03500000 BTC,1787.17 EUR,51062.00 EUR,4.28921 EUR,Sell
Market,"Apr. 13, 2021, 08:21 AM",Main Account,0.03500000 BTC,1833.16 EUR,52376.00 EUR,4.39958 EUR,Sell
Market,"Apr. 13, 2021, 10:21 AM",Main Account,0.03500000 BTC,1844.50 EUR,52700.00 EUR,4.42680 EUR,Buy
Market,"Apr. 14, 2021, 05:04 AM",Main Account,0.03500000 BTC,1881.18 EUR,53748.00 EUR,4.51483 EUR,Sell
Market,"Apr. 14, 2021, 06:51 AM",Main Account,0.03000000 BTC,1619.40 EUR,53980.00 EUR,3.88656 EUR,Buy
Market,"Apr. 14, 2021, 10:00 AM",Main Account,0.03500000 BTC,1881.18 EUR,53748.00 EUR,4.51483 EUR,Buy
Market,"Apr. 16, 2021, 09:09 AM",Main Account,0.03500000 BTC,1787.17 EUR,51062.00 EUR,4.28921 EUR,Buy
Market,"Apr. 18, 2021, 01:21 AM",Main Account,0.03500000 BTC,1741.56 EUR,49759.00 EUR,4.17976 EUR,Buy
Market,"Apr. 18, 2021, 03:20 AM",Main Account,0.03500000 BTC,1697.88 EUR,48511.00 EUR,4.07492 EUR,Buy
Market,"Apr. 18, 2021, 03:21 AM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.97093 EUR,Buy
Market,"Apr. 18, 2021, 03:34 AM",Main Account,0.00057760 BTC,26.62 EUR,46087.00 EUR,0.06389 EUR,Buy
Market,"Apr. 18, 2021, 03:34 AM",Main Account,0.00254194 BTC,117.15 EUR,46087.00 EUR,0.28116 EUR,Buy
Market,"Apr. 18, 2021, 03:34 AM",Main Account,0.00328722 BTC,151.50 EUR,46087.00 EUR,0.36360 EUR,Buy
Market,"Apr. 18, 2021, 03:34 AM",Main Account,0.01640000 BTC,755.83 EUR,46087.00 EUR,1.81398 EUR,Buy
Market,"Apr. 18, 2021, 03:34 AM",Main Account,0.01219324 BTC,561.95 EUR,46087.00 EUR,1.34868 EUR,Buy
Market,"Apr. 18, 2021, 03:35 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.77252 EUR,Buy
Market,"Apr. 18, 2021, 04:10 AM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.97093 EUR,Sell
Market,"Apr. 18, 2021, 11:54 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.77252 EUR,Buy
Market,"Apr. 18, 2021, 10:00 PM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.97093 EUR,Sell
Market,"Apr. 20, 2021, 02:26 AM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.77252 EUR,Buy
Market,"Apr. 20, 2021, 08:18 PM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.97093 EUR,Sell
Market,"Apr. 21, 2021, 10:40 PM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.77252 EUR,Buy
Market,"Apr. 22, 2021, 02:10 AM",Main Account,0.03500000 BTC,1532.44 EUR,43784.00 EUR,3.67786 EUR,Buy
Market,"Apr. 22, 2021, 09:02 PM",Main Account,0.03500000 BTC,1493.34 EUR,42667.00 EUR,3.58403 EUR,Buy
Market,"Apr. 23, 2021, 01:50 AM",Main Account,0.03500000 BTC,1455.86 EUR,41596.00 EUR,3.49406 EUR,Buy
Market,"Apr. 23, 2021, 06:28 AM",Main Account,0.03500000 BTC,1418.05 EUR,40515.68 EUR,3.40332 EUR,Buy
Market,"Apr. 26, 2021, 01:41 AM",Main Account,0.03500000 BTC,1493.34 EUR,42667.00 EUR,3.58403 EUR,Sell
Market,"Apr. 26, 2021, 06:36 AM",Main Account,0.03500000 BTC,1532.44 EUR,43784.00 EUR,3.67786 EUR,Sell
Market,"Apr. 26, 2021, 05:22 PM",Main Account,0.03500000 BTC,1571.88 EUR,44911.00 EUR,3.77252 EUR,Sell
Market,"Apr. 28, 2021, 01:10 AM",Main Account,0.03378335 BTC,1556.97 EUR,46087.00 EUR,3.73674 EUR,Sell
Market,"Apr. 28, 2021, 01:12 AM",Main Account,0.00121665 BTC,56.07 EUR,46087.00 EUR,0.13457 EUR,Sell
Market,"Apr. 29, 2021, 04:53 PM",Main Account,0.02940000 BTC,1287.25 EUR,43784.00 EUR,3.08940 EUR,Buy
Market,"Apr. 29, 2021, 04:53 PM",Main Account,0.00060000 BTC,26.27 EUR,43784.00 EUR,0.06305 EUR,Buy
Market,"Apr. 30, 2021, 01:53 PM",Main Account,0.02940000 BTC,1354.96 EUR,46087.00 EUR,3.25190 EUR,Sell
Market,"Apr. 30, 2021, 01:53 PM",Main Account,0.00060000 BTC,27.65 EUR,46087.00 EUR,0.06637 EUR,Sell
Market,"Apr. 30, 2021, 03:29 PM",Main Account,0.03500000 BTC,1654.56 EUR,47273.00 EUR,3.97093 EUR,Sell
Market,"May. 01, 2021, 01:46 AM",Main Account,0.00057760 BTC,28.02 EUR,48511.00 EUR,0.06725 EUR,Sell
Market,"May. 01, 2021, 01:46 AM",Main Account,0.00254194 BTC,123.31 EUR,48511.00 EUR,0.29595 EUR,Sell
Market,"May. 01, 2021, 01:46 AM",Main Account,0.00328722 BTC,159.47 EUR,48511.00 EUR,0.38272 EUR,Sell
Market,"May. 01, 2021, 01:46 AM",Main Account,0.01640000 BTC,795.58 EUR,48511.00 EUR,1.90939 EUR,Sell
Market,"May. 01, 2021, 01:46 AM",Main Account,0.01219324 BTC,591.51 EUR,48511.00 EUR,1.41962 EUR,Sell
Market,"May. 04, 2021, 12:56 AM",Main Account,0.03000000 BTC,1382.61 EUR,46087.00 EUR,3.31826 EUR,Buy
Market,"May. 04, 2021, 03:16 PM",Main Account,0.03000000 BTC,1347.33 EUR,44911.00 EUR,3.23359 EUR,Buy
Market,"May. 05, 2021, 02:50 PM",Main Account,0.03000000 BTC,1418.19 EUR,47273.00 EUR,3.40366 EUR,Sell
Market,"May. 08, 2021, 08:03 AM",Main Account,0.03000000 BTC,1455.33 EUR,48511.00 EUR,3.49279 EUR,Sell
Market,"May. 10, 2021, 07:54 PM",Main Account,0.03000000 BTC,1382.61 EUR,46087.00 EUR,3.31826 EUR,Buy
Market,"May. 10, 2021, 08:04 PM",Main Account,0.03000000 BTC,1347.33 EUR,44911.00 EUR,3.23359 EUR,Buy
Market,"May. 12, 2021, 01:00 AM",Main Account,0.03000000 BTC,1418.19 EUR,47273.00 EUR,3.40366 EUR,Sell
Market,"May. 12, 2021, 06:17 PM",Main Account,0.03000000 BTC,1347.33 EUR,44911.00 EUR,3.23359 EUR,Buy
Market,"May. 12, 2021, 10:11 PM",Main Account,0.03000000 BTC,1313.52 EUR,43784.00 EUR,3.15245 EUR,Buy
Market,"May. 12, 2021, 11:29 PM",Main Account,0.03000000 BTC,1280.01 EUR,42667.00 EUR,3.07202 EUR,Buy
Market,"May. 12, 2021, 11:55 PM",Main Account,0.03000000 BTC,1247.88 EUR,41596.00 EUR,2.99491 EUR,Buy
Market,"May. 12, 2021, 11:58 PM",Main Account,0.03000000 BTC,1216.05 EUR,40535.00 EUR,2.91852 EUR,Buy
Market,"May. 13, 2021, 12:01 AM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Buy
Market,"May. 13, 2021, 12:33 AM",Main Account,0.00077649 BTC,32.30 EUR,41596.00 EUR,0.07752 EUR,Sell
Market,"May. 13, 2021, 12:33 AM",Main Account,0.00214711 BTC,89.31 EUR,41596.00 EUR,0.21435 EUR,Sell
Market,"May. 13, 2021, 12:33 AM",Main Account,0.02707640 BTC,1126.27 EUR,41596.00 EUR,2.70305 EUR,Sell
Market,"May. 13, 2021, 05:27 PM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Buy
Market,"May. 14, 2021, 01:17 AM",Main Account,0.00175795 BTC,73.12 EUR,41596.00 EUR,0.17550 EUR,Sell
Market,"May. 14, 2021, 01:17 AM",Main Account,0.02824205 BTC,1174.76 EUR,41596.00 EUR,2.81942 EUR,Sell
Market,"May. 15, 2021, 10:17 AM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Buy
Market,"May. 15, 2021, 11:41 PM",Main Account,0.02400000 BTC,924.24 EUR,38510.00 EUR,2.21818 EUR,Buy
Market,"May. 16, 2021, 06:14 AM",Main Account,0.01000000 BTC,405.35 EUR,40535.00 EUR,0.97284 EUR,Sell
Market,"May. 16, 2021, 06:14 AM",Main Account,0.01400000 BTC,567.49 EUR,40535.00 EUR,1.36198 EUR,Sell
Market,"May. 16, 2021, 08:15 PM",Main Account,0.01022512 BTC,384.46 EUR,37600.00 EUR,0.92271 EUR,Sell
Market,"May. 16, 2021, 08:15 PM",Main Account,0.07977488 BTC,2999.54 EUR,37600.00 EUR,7.19889 EUR,Sell
Market,"May. 16, 2021, 08:31 PM",Main Account,0.06000000 BTC,2220.00 EUR,37000.00 EUR,5.32800 EUR,Sell
Market,"May. 16, 2021, 09:02 PM",Main Account,0.00883193 BTC,322.37 EUR,36500.00 EUR,0.77368 EUR,Sell
Market,"May. 16, 2021, 09:02 PM",Main Account,0.02116807 BTC,772.63 EUR,36500.00 EUR,1.85432 EUR,Sell
Market,"May. 17, 2021, 06:19 AM",Main Account,0.32000000 BTC,11856.00 EUR,37050.00 EUR,28.45440 EUR,Sell
Withdrawal,"May. 20, 2021, 02:27 PM",Main Account,7697.00 EUR,,,3.00 EUR,
